Nom	FreqN	SourceN	BigramN	Score_etym	ClSem_p	ClSem_h	ClSem_c	ClSem_a	Score_p	Score_h	Score_c	Score_a	SyllN	AccSyllN	AccZal	ClFlex	ClFlexZal	Genre	AllomV	AllomC	Segment	Adjectif	Context	FreqA	Radical	DPhoR	SuffDerA
христианин	18691	autre	#х хр ри ис ст ти иа ан ни ин н#	-2.622883586049687	0	h	0	0	0.4525166160174647	0.6436599714299571	0.35041089415741	0.5136470522107511	4	d	a	I	1	m	0	0	supp	христианский		17327	христиан	cDent	sk
пермь	17983	slave	#п пе ер рм мь ь#	-0.1035464290008718	p	0	0	0	0.7555749971670499	0.2108357273693593	0.2564333362337993	0.2426223488844592	1	d	a	III	8	f	0	mouil	0	пермский		17290	перм	cLab	sk
чудо	45493	slave	#ч чу уд до о#	1.0391437307156193	0	0	0	a	0.3125444453010616	0.3798915450030771	0.3722958786266132	0.4126935572490147	2	ad	c	I	1	n	0	0	0	чудесный		17183	чудес	cDent	n
привычка	21279	slave	#п пр ри ив вы ыч чк ка а#	4.298051784393067	0	0	0	a	0.151727878174109	0.3182449550511875	0.3456702064231396	0.5227521758690722	3	ad	a	II	3	f	1	0	supp	привычный		17131	привыч	cAlv	n
закон	111744	slave	#з за ак ко он н#	-1.1645639320033672	0	0	0	a	0.2092045890344405	0.3006068553239757	0.3517699811806852	0.571978270158939	2	d	a	I	1	m	0	0	0	законный		17071	закон	cDent	n
жилище	10343	slave	#ж жи ил ли ищ ще е#	1.6044781158530146	0	0	c	0	0.262646852382684	0.3503455659859761	0.5272855992959737	0.3792915893655143	3	ad	a	I	4	n	0	0	0	жилищный		17023	жилищ	cAlv	n
сердце	158787	slave	#с се ер рд дц це е#	1.197612595304918	0	0	c	0	0.2267174093982725	0.3335924009709396	0.4786331790893045	0.521394644657146	2	ad	c	I	5	n	1	palat	0	сердечный		16575	сердеч	cAlv	n
контроль	64342	autre	#к ко он нт тр ро ол ль ь#	-3.372108249880545	0	0	0	a	0.242714932345637	0.2431099688119954	0.3301832330756308	0.451931502131654	2	d	a	I	2	m	0	0	0	контрольный		16556	контрол	cDent	n
голод	21334	slave	#г го ол ло од д#	0.3841311844367325	0	0	0	a	0.2184245493355139	0.2858212016806708	0.3543153100769395	0.5094674412179793	2	ad	a	I	1	m	0	0	0	голодный		16531	голод	cDent	n
испания	8722	autre	#и ис сп па ан ни ия я#	-2.192429073032672	p	0	0	0	0.6533693629559828	0.4027435736839778	0.3045776794151726	0.2546790455685165	4	aad	a	II	7	f	0	0	supp	испанский		16527	испан	cDent	sk
арбитраж	3015	autre	#а ар рб би ит тр ра аж ж#	-2.7641884461154804	0	0	0	a	0.2303776355310332	0.3390543403227244	0.2748091081811159	0.407438534790132	3	d	a	I	4	m	0	0	0	арбитражный		16512	арбитраж	cAlv	n
чечня	7612	autre	#ч че еч чн ня я#	-0.1011753699121041	p	0	0	0	0.6609260162189885	0.4607075133758881	0.2742693877373818	0.2860796187625853	2	d	b	II	2	f	1	0	0	чеченский		16495	чечен	cDent	sk
философ	14361	autre	#ф фи ил ло ос со оф ф#	-1.252154714776739	0	h	0	0	0.4960902130915614	0.5829381384585137	0.3165038422892683	0.4251058214836204	3	ad	a	I	1	m	0	0	0	философский		16455	философ	cLab	sk
звезда	92449	slave	#з зв ве ез зд да а#	2.8641436427977123	0	0	c	0	0.3864100948442869	0.360459050341514	0.4436206756517328	0.3049323912814029	2	d	d	II	1	f	0	0	0	звездный		16389	звезд	cDent	n
процент	31262	autre	#п пр ро оц це ен нт т#	0.1616312184777464	0	0	0	a	0.1563598020346477	0.3327564056657511	0.4402772569019441	0.5097291569431712	2	d	a	I	1	m	0	0	0	процентный		16283	процент	cDent	n
рим	18211	autre	#р ри им м#	-1.1185948802082146	p	0	0	0	0.6302015362946228	0.4766500453456521	0.3430407449631715	0.299533619829805	1	d	a	I	1	m	0	0	0	римский		16278	рим	cLab	sk
праздник	44560	slave	#п пр ра аз зд дн ни ик к#	2.435690886570611	0	0	0	a	0.2294317677734497	0.2869995909168104	0.4366137121003474	0.5739139809417906	2	ad	a	I	3	m	0	palat	0	праздничный		16232	празднич	cAlv	n
еврей	25728	autre	#е ев вр ре ей й#	-0.3345954719607675	0	h	0	0	0.4139473895104847	0.5892918425594562	0.2962383805400599	0.3747203932713546	2	d	a	I	6	m	0	0	0	еврейский		16230	евреj	cAlv	sk
параллель	3777	autre	#п па ар ра ал лл ле ел ль ь#	-0.8864961610972522	0	0	0	a	0.217869637165906	0.2233595853900034	0.2910452524234706	0.3514370480755085	3	d	a	III	8	f	0	0	0	параллельный		16135	параллел	cDent	n
телефон	226386	autre	#т те ел ле еф фо он н#	-1.67209852930882	0	0	c	0	0.2152412306783603	0.4021577055097879	0.5159690256371433	0.4066836505329907	3	d	a	I	1	m	0	0	0	телефонный		16134	телефон	cDent	n
киев	21620	slave	#к ки ие ев в#	0.300978095716686	p	0	0	0	0.6783516818431172	0.2777921646250519	0.2420626961038439	0.23042125354537	2	ad	a	I	1	m	0	0	0	киевский		16131	киев	cLab	sk
белорус	3886	slave	#б бе ел ло ор ру ус с#	-0.2686438689907683	0	h	0	0	0.3901664910737815	0.5867478477380936	0.2544427217984085	0.3390339681211746	3	d	a	I	1	m	0	0	0	белорусский		16072	белорус	cDent	sk
гигант	9766	autre	#г ги иг га ан нт т#	-2.7295124530198587	0	h	0	0	0.3475068075110617	0.4498645891723848	0.4146776815072954	0.3013670080773877	2	d	a	I	1	m	0	0	0	гигантский		16049	гигант	cDent	sk
камень	65007	slave	#к ка ам ме ен нь ь#	1.5039228098149602	0	0	c	0	0.2841603859720355	0.4039674890160997	0.642740029219258	0.4323734624004722	2	ad	e	I	2	m	1	0	0	каменный		15959	камен	cDent	n
небо	85550	slave	#н не еб бо о#	1.660346547267039	0	0	c	0	0.3688521140551187	0.365469480965831	0.5818838272337102	0.5214706459602313	2	ad	c	I	1	n	0	0	0	небесный		15601	небес	cDent	n
осень	31163	slave	#о ос се ен нь ь#	1.866521754276768	0	0	0	a	0.2268834563137508	0.2038244480113974	0.2332788471482901	0.6109449006303962	2	ad	a	III	8	f	0	0	0	осенний		15076	осен	cDent	n
мораль	7707	autre	#м мо ор ра ал ль ь#	-1.8290492910884284	0	0	0	a	0.2736427024589316	0.3405545638158658	0.3258504514539518	0.6074709190162734	2	d	a	III	8	f	0	0	0	моральный		14949	морал	cDent	n
вред	11684	slave	#в вр ре ед д#	0.765687165829005	0	0	0	a	0.1132937912554402	0.2394901658962795	0.2903882180711402	0.56031765589692	1	d	b	I	1	m	0	0	0	вредный		14946	вред	cDent	n
крым	33166	autre	#к кр ры ым м#	-0.9294021607100424	p	0	0	0	0.5966584759656028	0.359184254461563	0.2993052181614088	0.226981528041128	1	d	a	I	1	m	0	0	0	крымский		14809	крым	cLab	sk
швед	11929	autre	#ш шв ве ед д#	0.217801034667051	0	h	0	0	0.5376052764486834	0.5815437744441461	0.3584001490398766	0.325670781618059	1	d	a	I	1	m	0	0	0	шведский		14798	швед	cDent	sk
покой	28731	slave	#п по ок ко ой й#	1.6782074800040307	0	0	0	a	0.2229759062665815	0.2770591237916715	0.3884659114284259	0.4078802751739031	2	d	a	I	6	m	0	0	0	покойный		14769	покоj	cAlv	n
медь	8210	slave	#м ме ед дь ь#	-0.3115892578318432	0	0	c	0	0.2041404172513845	0.3029626502072396	0.6974574754264111	0.4093935289089921	1	d	a	III	8	f	0	mouil	0	медный		14672	мед	cDent	n
воин	18018	slave	#в во ои ин н#	0.2042080755591331	0	h	0	0	0.2996075430877006	0.5822503594729782	0.3974390570652337	0.3662088879819801	2	ad	a	I	1	m	0	0	0	воинский		14537	воин	cDent	sk
перспектива	18073	autre	#п пе ер рс сп пе ек кт ти ив ва а#	0.5596221092275784	0	0	0	a	0.2039161685969942	0.2277137200085026	0.3599775872353408	0.4368616836341756	4	ad	a	II	1	f	0	0	0	перспективный		14523	перспектив	cLab	n
ложь	16674	slave	#л ло ож жь ь#	0.3438597499610853	0	0	0	a	0.2294828702560554	0.3847589725062431	0.2643709715335256	0.486450308263756	1	d	b	III	8	f	1	0	0	ложный		14456	лож	cAlv	n
розница	682	slave	#р ро оз зн ни иц ца а#	3.47552280049173	0	0	0	a	0.2078679366475236	0.4417259249081695	0.4412116660361015	0.5170218830181517	3	aad	a	II	5	f	0	palat	0	розничный		14321	рознич	cAlv	n
штраф	32818	autre	#ш шт тр ра аф ф#	-0.7272616680009474	0	0	0	a	0.155811460852851	0.2676444030603666	0.3144936854712313	0.4857947015532214	1	d	a	I	1	m	0	0	0	штрафной		14232	штраф	cLab	n
компьютер	27398	autre	#к ко ом мп пь ью ют те ер р#	-3.607351258017301	0	0	c	0	0.198682037095832	0.4566085239151684	0.6001866902062885	0.4486573370579114	3	ad	a	I	1	m	0	0	0	компьютерный		14179	компьютер	cDent	n
император	33042	autre	#и им мп пе ер ра ат то ор р#	-3.237038299201933	0	h	0	0	0.4404304788055718	0.6427040309447162	0.3472579712694319	0.3855881322867013	4	ad	a	I	1	m	0	0	0	императорский		14168	император	cDent	sk
масштаб	24797	autre	#м ма ас сш шт та аб б#	-1.1582513877375815	0	0	0	a	0.1642716510958017	0.2117681758710937	0.3236144337457351	0.4150801590704556	2	d	a	I	1	m	0	0	0	масштабный		13971	масштаб	cLab	n
должность	31711	slave	#д до ол лж жн но ос ст ть ь#	-0.0357150284677388	0	0	0	a	0.1843409237440851	0.3583799049029375	0.3197577742264795	0.4136908537425944	2	ad	e	III	8	f	0	0	0	должностной		13913	должност	cDent	n
секрет	26832	autre	#с се ек кр ре ет т#	-0.9132539775374504	0	0	0	a	0.2059552821978971	0.3039530108876767	0.3736419005336231	0.3508188868632904	2	d	a	I	1	m	0	0	0	секретный		13742	секрет	cDent	n
роскошь	9975	slave	#р ро ос ск ко ош шь ь#	-0.2932852039208802	0	0	0	a	0.2383370110883363	0.3024793570179367	0.3921234289778429	0.5181769659487225	2	ad	a	III	8	f	0	0	0	роскошный		13734	роскош	cAlv	n
кадр	30290	autre	#к ка ад др р#	-0.0854463355838958	0	0	c	a	0.1479049459662544	0.2509749610821754	0.4146681968470343	0.3592413595584912	1	d	a	I	1	m	0	0	0	кадровый		13701	кадр	cDent	Ov
смута	3691	slave	#с см му ут та а#	1.779472648305848	0	0	0	a	0.3074391460547713	0.3223664650056238	0.2944590456171905	0.5422833723680882	2	ad	a	II	1	f	0	0	0	смутный		13675	смут	cDent	n
сад	70723	slave	#с са ад д#	0.3425925983036878	0	0	c	0	0.3549124919588625	0.2539389110216389	0.6358000240448008	0.3219612516120409	1	d	c	I	1	m	0	0	0	садовый		13649	сад	cDent	Ov
лондон	34014	autre	#л ло он нд до он н#	-1.7004330584583958	p	0	0	0	0.6791377755549692	0.3199243173362391	0.2930619862176592	0.2549187342627277	2	ad	a	I	1	m	0	0	0	лондонский		13598	лондон	cDent	sk
питер	21709	slave	#п пи ит те ер р#	-1.5932206487244551	p	0	0	0	0.4932338171645658	0.3887044345023865	0.3060373349509769	0.3065097303723964	2	ad	a	I	1	m	0	0	0	питерский		13500	питер	cDent	sk
валюта	23897	autre	#в ва ал лю ют та а#	1.5278021426644557	0	0	0	a	0.2339552619412375	0.3372679070690619	0.467491180278106	0.4854094581304585	3	ad	a	II	1	f	0	0	0	валютный		13454	валют	cDent	n
идеал	17973	autre	#и ид де еа ал л#	-1.2551342307289544	0	0	0	a	0.2682332517778754	0.3607925426772855	0.3563752637974867	0.6129983197586689	3	d	a	I	1	m	0	mouil	0	идеальный		13450	идеал	cDent	n
комсомол	5036	slave	#к ко ом мс со ом мо ол л#	-1.2862907433791655	0	0	0	a	0.2966524418096786	0.3394394890215724	0.3271054751064982	0.3660671777031575	3	d	a	I	1	m	0	mouil	0	комсомольский		13440	комсомол	cDent	sk
база	69276	autre	#б ба аз за а#	1.8578191259432983	0	0	c	a	0.2020684371296539	0.249907015630988	0.3965066825458231	0.4116494529296884	2	ad	a	II	1	f	0	0	0	базовый		13323	баз	cDent	Ov
армия	115487	autre	#а ар рм ми ия я#	-4.254871056990884	0	0	c	0	0.3379372335337519	0.5040194419153754	0.6388777757888608	0.4711014928603513	3	aad	a	II	7	f	0	0	rempl	армейский		13135	армеj	cAlv	sk
вода	207244	slave	#в во од да а#	3.5888245794414573	0	0	c	0	0.3129901066109971	0.3776508426776737	0.6198081366332255	0.4752715664313731	2	d	d	II	1	f	0	0	0	водный		13090	вод	cDent	n
грамота	13365	autre	#г гр ра ам мо от та а#	1.1399423681297756	0	0	0	a	0.2648098659524787	0.3555608584341401	0.3387966464053832	0.4442626854013227	3	aad	a	II	1	f	0	0	0	грамотный		13019	грамот	cDent	n
книга	182054	slave	#к кн ни иг га а#	1.613911918585097	0	0	c	0	0.3295955701859841	0.2979474661077678	0.5860275174017792	0.4930983507455712	2	ad	a	II	3	f	0	palat	0	книжный		12984	книж	cAlv	n
тревога	25234	slave	#т тр ре ев во ог га а#	1.579695980178913	0	0	0	a	0.1828383518349839	0.2088480606352492	0.3658489792534666	0.5147749083092091	3	ad	a	II	3	f	0	palat	0	тревожный		12971	тревож	cAlv	n
кавказ	23641	autre	#к ка ав вк ка аз з#	2.283900058657856	p	0	0	0	0.5818435740503927	0.3861479939945664	0.3078095902712972	0.2517713107251867	2	d	a	I	1	m	0	0	0	кавказский		12960	кавказ	cDent	sk
старт	22099	autre	#с ст та ар рт т#	-1.8363713700840003	0	0	0	a	0.3306195955924903	0.3596831620306739	0.3411536332593794	0.533852472195743	1	d	a	I	1	m	0	0	0	стартовый		12916	старт	cDent	Ov
деревня	77941	slave	#д де ер ре ев вн ня я#	-2.289463553239471	0	0	c	0	0.4184189076049659	0.3608698913810507	0.6788586255869639	0.3721985881006558	3	ad	e	II	2	f	1	0	0	деревенский		12909	деревен	cDent	sk
фонд	96902	autre	#ф фо он нд д#	-1.8949333495736569	0	0	c	a	0.2128612912475576	0.2919265260207593	0.4191447900210289	0.4465787377704933	1	d	a	I	1	m	0	0	0	фондовый		12835	фонд	cDent	Ov
париж	47964	autre	#п па ар ри иж ж#	-0.5379395713076807	p	0	0	0	0.6887150711803511	0.3660759406891031	0.2903130047106667	0.2892549293988958	2	d	a	I	4	m	0	0	0	парижский		12795	париж	cAlv	sk
рок	10737	slave	#р ро ок к#	0.8026046451258142	0	0	0	a	0.2800105259368621	0.3188284014191528	0.4059413075217938	0.7000574542195924	1	d	a	I	3	m	0	0	0	роковой		12752	рок	cVel	Ov
слава	56586	slave	#с сл ла ав ва а#	2.2223499955543136	0	0	0	a	0.2187683046019542	0.245121200767262	0.2646675320608613	0.3668833635572958	2	ad	a	II	1	f	0	0	0	славный		12744	слав	cLab	n
араб	5882	autre	#а ар ра аб б#	-1.859057559728312	0	h	0	0	0.5452392638053505	0.6177158140375665	0.409636707205939	0.3434913354705713	2	d	a	I	1	m	0	0	0	арабский		12710	араб	cLab	sk
фильм	130717	autre	#ф фи ил ль ьм м#	-2.4158738728931173	0	0	c	0	0.4588985146551719	0.4213468656951256	0.6429589573512017	0.6158667236598501	1	d	a	I	1	m	0	0	0	фильмовый		12522	фильм	cLab	Ov
финал	5815	autre	#ф фи ин на ал л#	-1.9765924973906983	0	0	0	a	0.309995565967371	0.3990791208580007	0.3918518455147599	0.5893650423913948	2	d	a	I	1	m	0	mouil	0	финальный		12418	финал	cDent	n
позитив	439	autre	#п по оз зи ит ти ив в#	1.0534414151595306	0	0	0	a	0.1602958020002026	0.2355654360268388	0.4305032969613441	0.3821025441488168	3	d	a	I	1	m	0	0	0	позитивный		11892	позитив	cLab	n
ипотека	6756	autre	#и ип по от те ек ка а#	3.439171159904057	0	0	0	a	0.192462303447921	0.3838268874317432	0.4233316684745886	0.5473412305615175	4	ad	a	II	3	f	0	palat	0	ипотечный		11882	ипотеч	cAlv	n
израиль	27547	autre	#и из зр ра аи ил ль ь#	-1.5107009431983158	p	0	0	0	0.6391504033162835	0.3684487678513699	0.2763806000285059	0.2644948662210226	3	ad	a	I	2	m	0	0	0	израильский		11797	израил	cDent	sk
алкоголь	19535	autre	#а ал лк ко ог го ол ль ь#	-2.5776285855605847	0	0	c	0	0.2159897332343348	0.3288154437652603	0.5914881725529384	0.4087910180881203	3	d	a	I	2	m	0	0	0	алкогольный		11748	алкогол	cDent	n
молоко	28444	slave	#м мо ол ло ок ко о#	0.1868960480158107	0	0	c	0	0.1709276752801813	0.3977774411096916	0.6174117796708269	0.4484370726685999	3	d	d	I	3	n	0	palat	0	молочный		11687	молоч	cAlv	n
суд	236852	slave	#с су уд д#	0.4309195089417355	0	0	0	a	0.1960434733315309	0.3450815474273315	0.3217505352057151	0.4896025611986716	1	d	b	I	1	m	0	0	0	судный		11635	суд	cDent	n
фин	180	autre	#ф фи ин н#	-2.20285718928833	0	h	0	0	0.44796930901011	0.2620609459822607	0.1975023464045338	0.1754592531634788	1	d	a	I	1	m	0	0	0	финский		11602	фин	cDent	sk
бронза	6196	autre	#б бр ро он нз за а#	1.094355937953335	0	0	c	0	0.2408543187291004	0.2678258139822353	0.4085665772292065	0.3139908146759683	2	ad	a	II	1	f	0	0	0	бронзовый		11510	бронз	cDent	Ov
комплекс	61903	autre	#к ко ом мп пл ле ек кс с#	-1.807777701274654	0	0	0	a	0.2232985627840943	0.2296959570302921	0.477381579051038	0.4509673335402142	2	ad	a	I	1	m	0	0	0	комплексный		11306	комплекс	cDent	n
